Section I - Assets,Foreign Currency,Total Currency,P_Tags
(ii) To regulated financial institutions,81049051,91605917,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",5939,4608732,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(iv) To foreign governments,25121938,25121938,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(v) Lease receivables,14752431,30937884,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(vi) To individuals for non-business purposes,123767325,635623854,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,19511464,268883979,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,56423019,166146158,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(vii) Reverse repurchase agreements,599637649,856990852,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(viii) To individuals and others for business purposes,676829344,1073469393,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,7301943,36892312,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,319804571,546829755,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(A) Insured,1339322,476620897,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,190345018,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(C) Uninsured,123817742,912919833,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(D) Reverse Mortgages,562447,4240450,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(ii) Non-residential,61707904,146697015,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1068833,88713808,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15149523,33544829,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(a) Insurance-related assets,243086,9122028,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(b) Accrued interest,6927161,14590750,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(c) Prepaid and deferred charges,1899601,7212409,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(d) Goodwill,38493677,52639805,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(i) with definite lives,5711890,16695038,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(ii) with indefinite lives,206053,5083399,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(f) Deferred tax assets,3345606,9961548,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(g) Derivatives related amounts,275531971,371606262,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,10507180,23836998,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16783878,18503383,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
(j) Other,115601225,165885131,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
Total  Assets,3442550722,7188001470,"Total All Banks, As At May 31, 2020, (in thousands of dollars), Total All Banks, As At May 31, 2020, (in thousands of dollars)"
