Section I - Assets,Foreign Currency,Total Currency,P_Tags
(ii) To regulated financial institutions,90686486,102363408,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",2563,4131642,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(iv) To foreign governments,23189273,23189273,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(v) Lease receivables,14215598,31603727,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(vi) To individuals for non-business purposes,124418010,667051105,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,15277158,286291422,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,65436917,184250064,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(vii) Reverse repurchase agreements,596013695,843498232,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(viii) To individuals and others for business purposes,598106266,1030826582,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,7328467,43179050,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,302938188,552775138,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(A) Insured,1235478,454337420,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,137830965,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(C) Uninsured,129925018,1175248300,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(D) Reverse Mortgages,455400,5260475,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(ii) Non-residential,58572362,153348584,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",266997,90876130,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",14097842,32469022,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(a) Insurance-related assets,298195,11114914,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(b) Accrued interest,5388775,11497263,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(c) Prepaid and deferred charges,1846087,8433143,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(d) Goodwill,34135269,49038531,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(i) with definite lives,4881108,16489361,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(ii) with indefinite lives,38244,4925789,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(f) Deferred tax assets,3571314,8526871,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(g) Derivatives related amounts,295900871,279735030,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,12313768,21116778,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(i) Interests in associates and joint ventures,17458141,19982754,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
(j) Other,98014638,157191147,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
Total  Assets,3629318080,7544860341,"Total All Banks, As At January 31, 2022, (in thousands of dollars), Total All Banks, As At January 31, 2022, (in thousands of dollars)"
