Section I - Assets,Foreign Currency,Total Currency,P_Tags
(iv) To foreign governments,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(v) Lease receivables,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(vi) To individuals for non-business purposes,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(vii) Reverse repurchase agreements,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(viii) To individuals and others for business purposes,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(A) Insured,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(C) Uninsured,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(D) Reverse Mortgages,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(ii) Non-residential,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",0,74,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(a) Insurance-related assets,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(b) Accrued interest,0,5,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(c) Prepaid and deferred charges,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(d) Goodwill,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(i) with definite lives,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(ii) with indefinite lives,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(f) Deferred tax assets,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(g) Derivatives related amounts,587,587,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(i) Interests in associates and joint ventures,0,0,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
(j) Other,0,316,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
Total  Assets,6995,9713,"Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars), Jameson Bank (Inactive Jun 17, 2014), As At May 31, 2014, (in thousands of dollars)"
