Section I - Assets,Foreign Currency,Total Currency,P_Tags
Of (A) Secured by residential property,10505847,47284379,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,407175202,718628702,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(A) Insured,1460045,437441655,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,141372179,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(C) Uninsured,181200004,1342692247,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(D) Reverse Mortgages,366255,6841237,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(ii) Non-residential,87512427,186349978,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",435657,92893430,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15609004,33994812,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(a) Insurance-related assets,223225,11726035,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(b) Accrued interest,15226573,28163423,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(c) Prepaid and deferred charges,2086803,8788710,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(d) Goodwill,49053456,63902936,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(i) with definite lives,9599825,22488266,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(ii) with indefinite lives,40831,4927280,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(f) Deferred tax assets,5832108,12193388,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(g) Derivatives related amounts,476415864,345293777,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,16508796,30373926,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16076316,18645450,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
(j) Other,143738975,194758286,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
Total  Assets,4453539806,8562586509,"Total All Banks, As At May 31, 2023, (in thousands of dollars), Total All Banks, As At May 31, 2023, (in thousands of dollars)"
