Section I - Assets,Foreign Currency,Total Currency,P_Tags
(ii) To regulated financial institutions,77966569,86647421,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",4425,4480614,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(iv) To foreign governments,24432325,24432325,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(v) Lease receivables,13577052,29912249,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(vi) To individuals for non-business purposes,125998018,660645630,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,19969383,270204562,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,55554593,168181765,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(vii) Reverse repurchase agreements,673644098,905253052,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(viii) To individuals and others for business purposes,539175704,912277478,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,7045956,34362011,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,268756173,484338223,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(A) Insured,1209623,470719236,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,185263216,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(C) Uninsured,118219536,877633375,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(D) Reverse Mortgages,613474,3981093,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(ii) Non-residential,57173402,139272005,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1378848,88068167,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",14873465,33433421,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(a) Insurance-related assets,280825,9165973,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(b) Accrued interest,7272988,14560045,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(c) Prepaid and deferred charges,1574230,6751158,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(d) Goodwill,37343343,51489101,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(i) with definite lives,5695144,16726969,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(ii) with indefinite lives,209199,5086680,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(f) Deferred tax assets,3221806,9548603,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(g) Derivatives related amounts,444724322,244911700,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,9670301,22715683,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(i) Interests in associates and joint ventures,19105965,20783985,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
(j) Other,33430797,115672290,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
Total  Assets,3316241970,6405322864,"Total All Banks, As At November 30, 2019, (in thousands of dollars), Total All Banks, As At November 30, 2019, (in thousands of dollars)"
