Section I - Assets,Foreign Currency,Total Currency,P_Tags
"To Canadian federal government, provinces, municipal or school corporations",0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
To foreign governments,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Lease receivables,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
To individuals for non-business purposes,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Reverse repurchase agreements,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
To individuals and others for business purposes,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
"Mortgages, less allowance for impairment","Mortgages, less allowance for impairment","Mortgages, less allowance for impairment","B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Residential,Residential,Residential,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Insured,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Uninsured,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Non-residential,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
"Customers' liability under acceptances, less allowances for impairment",0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
"Land, buildings, and equipment, less accumulated depreciation",0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Insurance-related assets,Insurance-related assets,Insurance-related assets,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Policy loans,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Premiums outstanding,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Due from other insurers,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Other,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Other assets,Other assets,Other assets,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Accrued interest,0,18,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Prepaid and deferred charges,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Goodwill and other intangibles,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Deferred tax debits,0,0,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Other,0,34,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
Total assets,0,3725,"B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars), B.C. Bancorp (Inactive Jan 12, 1996), As At October 31, 1996, (in thousands of dollars)"
