Section I - Assets,Foreign Currency,Total Currency,P_Tags
(vi) To individuals for non-business purposes,125491503,640158261,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,19964754,270504268,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,56973325,166925655,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(vii) Reverse repurchase agreements,599820797,853999988,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(viii) To individuals and others for business purposes,707552720,1105203314,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,7400322,37247430,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,330455430,562553675,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(A) Insured,1320898,476429149,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,192349555,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(C) Uninsured,123082251,905404415,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(D) Reverse Mortgages,575460,4214702,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(ii) Non-residential,62137718,146653269,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",973208,99913025,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15319842,33830245,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(a) Insurance-related assets,224544,9016255,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(b) Accrued interest,6494595,13424953,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(c) Prepaid and deferred charges,1973544,7231366,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(d) Goodwill,38873293,53019130,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(i) with definite lives,5773039,16754923,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(ii) with indefinite lives,211906,5089404,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(f) Deferred tax assets,2636774,9177520,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(g) Derivatives related amounts,554741531,396538419,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,14200803,28680963,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16928831,18620822,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
(j) Other,66408319,166157337,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
Total  Assets,3690873659,7174263395,"Total All Banks, As At April 30, 2020, (in thousands of dollars), Total All Banks, As At April 30, 2020, (in thousands of dollars)"
