Section I - Assets,Foreign Currency,Total Currency,P_Tags
(D) Reverse Mortgages,0,21894,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(ii) Non-residential,0,1140979,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",0,0,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",0,16124,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(a) Insurance-related assets,0,0,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(b) Accrued interest,6,28098,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(c) Prepaid and deferred charges,0,20199,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(d) Goodwill,0,0,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(i) with definite lives,0,1296,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(ii) with indefinite lives,0,0,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(f) Deferred tax assets,0,12060,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(g) Derivatives related amounts,0,1207,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,0,0,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(i) Interests in associates and joint ventures,0,0,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
(j) Other,0,10961,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
Total  Assets,18587,4055275,"Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars), Innovation Federal Credit Union, As At July 31, 2024, (in thousands of dollars)"
