Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",2624686,2975972,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(ii) To regulated financial institutions,105416122,120431685,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",92853,4472606,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(iv) To foreign governments,22071357,22071357,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(v) Lease receivables,16184249,35834072,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(vi) To individuals for non-business purposes,158311933,757949499,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,20243248,314350730,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,86153994,212051236,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(vii) Reverse repurchase agreements,712901428,975535519,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(viii) To individuals and others for business purposes,757058833,1309547175,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,9825946,45393778,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,389712342,706414948,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(A) Insured,1471854,436222227,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,141697495,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(C) Uninsured,180126405,1356683499,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(D) Reverse Mortgages,344112,7093769,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(ii) Non-residential,85535252,185630818,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",176773,90138255,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15159062,33520768,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(a) Insurance-related assets,219371,12212395,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(b) Accrued interest,15319486,27678354,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(c) Prepaid and deferred charges,1941181,8987774,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(d) Goodwill,47745771,62856547,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(i) with definite lives,9242722,22322222,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(ii) with indefinite lives,39669,4975198,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(f) Deferred tax assets,5833997,13095152,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(g) Derivatives related amounts,-164498430,326370029,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,17395790,31608548,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15390315,17865781,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
(j) Other,112868490,163677751,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
Total  Assets,3679084426,8438560713,"Total All Banks, As At July 31, 2023, (in thousands of dollars), Total All Banks, As At July 31, 2023, (in thousands of dollars)"
