Section I - Assets,Foreign Currency,Total Currency,P_Tags
3. Loans,3. Loans,3. Loans,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4051442,4333735,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(ii) To regulated financial institutions,72738269,82784182,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",58476,4216958,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(iv) To foreign governments,23210611,23210611,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(v) Lease receivables,13982313,29069390,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(vi) To individuals for non-business purposes,120770959,638122838,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,21415026,266719503,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,48470160,155737317,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(vii) Reverse repurchase agreements,593064223,806868684,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(viii) To individuals and others for business purposes,515765181,850150504,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,6602039,32241291,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,254192274,457379806,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(A) Insured,1008193,485606153,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,191757118,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(C) Uninsured,111688359,801416336,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(D) Reverse Mortgages,653844,3548132,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(ii) Non-residential,52937498,131618185,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1338961,99425926,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7341263,16206687,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(a) Insurance-related assets,302276,8725369,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(b) Accrued interest,6725351,12743115,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(c) Prepaid and deferred charges,1763915,6746041,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(d) Goodwill,38013904,52019200,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(i) with definite lives,5786277,16551340,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(ii) with indefinite lives,208695,5082472,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(f) Deferred tax assets,3697174,9757004,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(g) Derivatives related amounts,12811566,219083768,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7390779,15921080,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(i) Interests in associates and joint ventures,17869233,19526994,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
(j) Other,92157186,106152551,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
Total  Assets,2692505346,5927969356,"Total All Banks, As At February 28, 2019, (in thousands of dollars), Total All Banks, As At February 28, 2019, (in thousands of dollars)"
