Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(i) Call and other short loans to investment dealers and brokers, secured",3910193,4422301,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(ii) To regulated financial institutions,91113034,104483559,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",26436,3444322,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(iv) To foreign governments,23192677,23192677,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(v) Lease receivables,14152612,31537433,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(vi) To individuals for non-business purposes,124931740,672409232,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,15185139,288665182,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,66350716,185477123,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(vii) Reverse repurchase agreements,613289262,856006202,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(viii) To individuals and others for business purposes,607842272,1046352391,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,7735817,43919563,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,309583955,562783833,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(A) Insured,1203958,451842697,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,137526621,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(C) Uninsured,131150968,1186633608,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(D) Reverse Mortgages,449987,5367420,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(ii) Non-residential,58172760,153755045,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",809042,91870835,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",13990523,32253042,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(a) Insurance-related assets,284305,11056230,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(b) Accrued interest,5353288,11626575,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(c) Prepaid and deferred charges,1995079,8570570,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(d) Goodwill,34088756,48992084,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(i) with definite lives,4832864,16471604,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(ii) with indefinite lives,38146,4925348,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(f) Deferred tax assets,3909757,8945106,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(g) Derivatives related amounts,-735390,265938670,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,12197754,22896676,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16942576,19503643,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
(j) Other,113144722,153357104,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
Total  Assets,3393580502,7604289084,"Total All Banks, As At February 28, 2022, (in thousands of dollars), Total All Banks, As At February 28, 2022, (in thousands of dollars)"
